Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169138,7.155,35.29,5.0
Regular,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363,7.84,50.84,5.0
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387,9.195,50.87,5.0
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147493,10.195,141.58,5.0
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.069804,16.1,35.16,5.0
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036,8.77,170.54,5.0
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160096,17.25,61.52,5.0
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033952,12.35,197.24,5.0
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06536,13.65,36.65,5.0
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172447,18.6,47.14,5.0
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065891,19.35,167.08,5.0
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083,7.645,44.01,5.0
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167,13.15,89.49,5.0
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00562,19.2,226.61,5.0
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164,16.75,34.05,5.0
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402,11.35,197.07,5.0
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.132831,12.15,190.69,5.0
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.12441,6.385,34.39,5.0
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064,7.27,114.45,5.0
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178,9.8,99.4,5.0
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13039,14.3,77.23,5.0
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09514,15.1,159.96,5.0
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055348,18.85,131.53,5.0
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688,20.35,234.26,5.0
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576,4.785,121.01,5.0
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151377,7.0,108.23,5.0
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031939,7.655,114.15,5.0
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028358,7.96,163.29,5.0
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042642,18.85,257.83,5.0
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776,20.7,184.43,5.0
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127518,14.3,86.02,5.0
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346,20.5,72.97,5.0
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038722,8.185,115.88,5.0
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087437,12.6,109.92,5.0
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009,10.5,157.09,5.0
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092866,5.32,100.67,5.0
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04173,12.35,36.32,5.0
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761,14.5,159.46,5.0
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016105,18.85,130.26,5.0
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638,9.6,42.61,5.0
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829,15.1,140.25,5.0
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033593,15.2,108.19,5.0
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064963,18.75,213.32,5.0
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236,19.1,172.34,5.0
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013364,16.35,106.13,5.0
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039485,8.395,97.9,5.0
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107871,9.195,181.26,5.0
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054047,20.35,119.55,5.0
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049296,21.0,194.45,5.0
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304,9.395,226.17,5.0
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037225,15.7,182.46,5.0
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563,6.715,43.75,5.0
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024892,10.3,170.94,5.0
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05872,11.65,171.14,5.0
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072142,8.71,183.39,5.0
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.114543,15.7,113.72,5.0
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01802,19.75,181.57,5.0
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018927,15.7,60.25,5.0
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05979,20.2,127.47,5.0
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024537,5.63,106.13,5.0
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022055,9.5,195.45,5.0
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734,15.7,207.9,5.0
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005963,5.34,102.44,5.0
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276,15.6,173.28,5.0
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111,11.65,153.0,5.0
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.025288,5.48,83.32,5.0
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044992,10.895,107.23,5.0
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178623,9.8,177.94,5.0
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113954,16.35,198.24,5.0
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.11758,8.01,36.65,5.0
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721,10.3,156.46,5.0
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606,14.8,193.58,5.0
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.201688,8.39,162.89,5.0
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211307,17.0,125.14,5.0
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.135648,14.8,190.88,5.0
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063082,15.6,125.77,5.0
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016805,17.6,163.46,5.0
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175546,17.6,163.69,5.0
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265,12.65,159.96,5.0
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051545,13.85,142.52,5.0
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.024426,18.7,52.93,5.0
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603,5.425,87.05,5.0
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681,14.5,102.73,5.0
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569,12.8,138.78,5.0
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097,18.5,145.81,5.0
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.14367,15.5,48.47,5.0
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267566,16.85,194.15,5.0
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238832,18.0,88.25,5.0
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081944,5.765,36.72,5.0
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020699,13.15,86.36,5.0
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028394,8.93,153.43,5.0
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.136697,10.895,264.56,5.0
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089742,15.25,213.72,5.0
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.124348,18.0,118.31,5.0
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057744,10.695,61.25,5.0
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.070133,16.7,109.89,5.0
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021312,20.85,104.93,5.0
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041634,18.35,188.19,5.0
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.120397,8.39,163.49,5.0
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.051903,8.51,142.25,5.0
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.052458,12.3,188.75,5.0
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.160529,15.7,59.26,5.0
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016979,16.35,97.44,5.0
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056783,6.865,214.52,5.0
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.033152,12.85,170.64,5.0
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.115072,11.8,198.21,5.0
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.053328,15.5,44.48,5.0
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.014721,13.8,89.92,5.0
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.027588,17.35,86.19,5.0
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041537,19.6,46.04,5.0
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.083537,20.75,180.33,5.0
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.073719,10.3,115.02,5.0
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.152001,12.85,252.34,5.0
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042923,14.6,109.83,5.0
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035228,14.85,159.56,5.0
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022407,20.1,225.9,5.0
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014201,9.6,187.19,5.0
Regular,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.061993,16.7,60.96,5.0
Regular,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005584,19.2,226.91,5.0
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095546,15.1,157.36,5.0
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021812,12.15,163.62,5.0
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063433,6.425,132.86,5.0
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244,13.0,78.0,5.0
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045169,15.6,242.99,5.0
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045493,19.1,40.31,5.0
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046044,10.0,140.62,5.0
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039455,18.6,244.08,5.0
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049521,18.2,147.37,5.0
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036288,20.5,121.28,5.0
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044431,18.25,174.21,5.0
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749,7.27,100.44,5.0
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050257,8.76,127.33,5.0
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336,10.6,87.02,5.0
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091858,5.825,160.79,5.0
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739,8.275,103.33,5.0
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866,12.3,247.15,5.0
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034814,16.35,128.4,5.0
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014281,20.25,148.04,5.0
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123532,12.65,108.29,5.0
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025867,18.5,88.92,5.0
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036185,18.85,58.56,5.0
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816,9.06,211.86,5.0
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062,6.865,212.02,5.0
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648,9.5,253.37,5.0
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100056,10.0,113.35,5.0
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148,14.1,200.41,5.0
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057547,15.85,55.9,5.0
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041113,16.0,139.95,5.0
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156013,21.25,177.34,5.0
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069264,7.97,172.04,5.0
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146,12.65,159.66,5.0
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318,12.8,142.28,5.0
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283,9.695,175.14,5.0
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030212,13.0,59.32,5.0
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071779,14.5,41.05,5.0
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093,15.0,182.53,5.0
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184042,18.25,110.16,5.0
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419,6.115,91.05,5.0
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064077,9.8,116.75,5.0
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014886,20.35,234.5,5.0
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042154,6.785,44.01,5.0
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979,14.85,155.76,5.0
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685,16.7,146.61,5.0
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089244,14.1,139.25,5.0
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026552,12.35,56.22,5.0
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008793,8.68,96.74,5.0
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053039,10.695,59.59,5.0
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03247,17.1,148.94,5.0
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095331,5.985,125.57,5.0
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073719,12.85,231.96,5.0
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024032,20.75,124.97,5.0
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016745,12.1,180.77,5.0
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198,20.0,110.45,5.0
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092564,8.97,53.5,5.0
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.129299,8.92,178.24,5.0
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07388,20.2,94.05,5.0
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076184,12.3,245.65,5.0
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06697,19.1,39.28,5.0
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014154,20.25,145.64,5.0
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019412,9.0,166.55,5.0
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117608,18.6,55.26,5.0
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.140572,6.035,154.8,5.0
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099478,7.235,194.45,5.0
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033726,19.75,211.69,5.0
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053114,15.5,44.38,5.0
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.074331,5.26,165.59,5.0
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006295,6.635,122.41,5.0
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139484,6.78,94.31,5.0
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.156072,11.6,169.35,5.0
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102226,20.25,91.31,5.0
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160654,15.0,185.23,5.0
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037963,6.905,97.57,5.0
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.090473,14.35,229.8,5.0
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.144338,7.59,172.11,5.0
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038314,12.35,109.96,5.0
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.17263,9.035,148.47,5.0
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010929,10.5,167.08,5.0
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196,9.0,54.36,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.007041,21.2,173.57,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.009585,8.89,102.5,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066935,19.7,177.54,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.074331,7.855,38.38,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005531,11.35,171.18,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.073719,12.85,252.34,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034377,16.1,256.14,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05328,6.65,147.77,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050809,5.175,33.69,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014075,11.8,176.83,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176,8.51,192.15,4.9
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029681,6.71,65.01,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088394,18.25,194.75,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058958,7.5,175.4,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857,8.31,179.1,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816,18.5,132.13,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134976,13.65,260.09,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354,12.65,192.18,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062411,16.35,225.91,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.121485,6.715,40.25,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624,16.5,143.81,4.8
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021171,13.3,117.61,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073719,11.5,128.47,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033272,12.85,196.58,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118859,6.235,263.29,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070891,4.59,111.69,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061159,7.63,92.54,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005539,11.35,167.88,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093801,11.8,126.07,4.8
Low Fat,FDH41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.143592,9.0,213.55,4.8
Low Fat,FDQ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.062,12.65,230.0,4.8
Low Fat,FDZ27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.076701,7.935,51.24,4.8
Low Fat,FDI22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.168456,12.6,211.06,4.8
